Duration,Speaker,Language,Category,Turn,Classification,,
1.09,oma,ru,cds,initiation,imperative,,
1.07,tch,tch,tch,contingent,babbling,,
3.74,oma,ru,cds,contingent,description,,
5.09,oma,ru,cds,non-contingent,singing,,
5.45,oma,ru,cds,non-contingent,singing,,
11.97,oma,uk,cds,non-contingent,singing,,
5.5,oma,ru,cds,non-contingent,singing,,
4.79,oma,ru,cds,non-contingent,singing,,
10.88,oma,uk,cds,non-contingent,singing,,
5.77,oma,ru,cds,non-contingent,singing,,
4.94,oma,ru,cds,non-contingent,singing,,
12.02,oma,uk,cds,initiation,singing,,
,tch,tch,tch,contingent,fussing,,
6.05,oma,ru,cds,contingent,singing,,
,oma,ru,cds,contingent,imperative,,
2.27,oma,ru,cds,contingent,singing,,
12.99,oma,ru,cds,non-contingent,singing,,
4.22,oma,ru,cds,non-contingent,question,,
4.4,oma,ru,cds,non-contingent,question,,
,oma,ru,cds,non-contingent,play,,
1.88,oma,ru,cds,non-contingent,exclamation,,
1.44,oma,ru,cds,non-contingent,scaffolding,,
4.96,oma,ru,cds,non-contingent,play,,
,oma,ru,cds,initiation,play,,
,tch,tch,tch,contingent,fussing,,
5.32,oma,ru,cds,contingent,singing,,
4.34,oma,ru,cds,contingent,singing,,
4.62,oma,ru,cds,contingent,singing,,
,tch,tch,tch,contingent,fussing,,
1.38,oma,ru,cds,contingent,question,,
4.47,oma,ru,cds,contingent,question,,
,oma,ru,cds,contingent,question,,
2.94,oma,ru,cds,contingent,question,,
3.66,oma,ru,cds,contingent,description,,
9.24,oma,ru,cds,contingent,iconic,,
,oma,ru,cds,contingent,description,,
,oma,ru,cds,contingent,question,,
,tch,tch,tch,contingent,fussing,,
6.13,oma,ru,cds,contingent,question,,
,oma,ru,cds,contingent,question,,
,oma,ru,cds,contingent,exclamation,,
,tch,tch,tch,contingent,crying,,
1.96,oma,ru,cds,contingent,praise,,
3.61,oma,ru,cds,contingent,description,,
5.96,oma,ru,cds,contingent,question,,
,oma,ru,cds,contingent,description,,
,oma,ru,cds,contingent,question,,
,tch,tch,tch,contingent,crying,,
3.7,oma,ru,cds,contingent,question,,
,oma,ru,cds,contingent,imperative,,
3.48,oma,ru,cds,non-contingent,exclamation,,
,oma,ru,cds,non-contingent,description,,
4.05,oma,ru,cds,non-contingent,exclamation,,
,oma,ru,cds,non-contingent,description,,
4.43,oma,ru,cds,non-contingent,description,,
,oma,ru,cds,non-contingent,iconic,,
,oma,ru,cds,non-contingent,scaffolding,,
3.06,oma,ru,cds,non-contingent,description,,
5.26,oma,ru,cds,non-contingent,question,,
,oma,ru,cds,non-contingent,iconic,,
2.63,oma,ru,cds,non-contingent,description,,
6,oma,ru,cds,non-contingent,description,,
,oma,ru,cds,non-contingent,question,,
,oma,ru,cds,initiation,backchannel,,
,tch,tch,tch,contingent,fussing,,
1.27,oma,ru,cds,contingent,question,,
5.77,oma,ru,cds,contingent,description,,
,oma,ru,cds,contingent,play,,
6.29,oma,ru,cds,non-contingent,question,,
3.24,oma,ru,cds,non-contingent,backchannel,,
,oma,ru,cds,non-contingent,question,,
,oma,ru,cds,non-contingent,backchannel,,
,oma,ru,cds,non-contingent,description,,
,oma,ru,cds,non-contingent,scaffolding,,
4.5,oma,ru,cds,non-contingent,question,,
,oma,ru,cds,non-contingent,question,,
5.25,oma,ru,cds,non-contingent,question,,
,oma,ru,cds,non-contingent,imperative,,
7.06,oma,ru,cds,non-contingent,imperative,,
,oma,ru,cds,non-contingent,question,,
,oma,ru,cds,non-contingent,imperative,,
,oma,ru,cds,non-contingent,question,,
5.44,oma,ru,cds,non-contingent,imperative,,
,oma,ru,cds,non-contingent,imperative,,
6.01,oma,ru,cds,non-contingent,imperative,,
,oma,ru,cds,non-contingent,question,,
5.48,oma,ru,cds,non-contingent,question,,
,oma,ru,cds,non-contingent,description,,
,oma,ru,cds,non-contingent,question,,
6.76,oma,ru,cds,non-contingent,description,,
,oma,ru,cds,non-contingent,description,,
3.72,oma,ru,cds,non-contingent,description,,
,oma,ru,cds,initiation,description,,
,tch,tch,tch,contingent,crying,,
2.55,oma,ru,cds,contingent,exclamation,,
1.42,tch,tch,tch,contingent,fussing,,
2.68,oma,ru,cds,contingent,praise,,
1.16,tch,tch,tch,contingent,grunting,,
0.78,tch,tch,tch,contingent,vocalisation,,
2.23,tch,tch,tch,contingent,fussing,,
1.41,oma,ru,cds,contingent,question,,
4.33,oma,ru,cds,contingent,exclamation,,
3.98,oma,ru,cds,contingent,question,,
2.33,oma,ru,cds,contingent,exclamation,,
,tch,tch,tch,contingent,crying,,
4.3,oma,ru,cds,contingent,question,,
5,oma,ru,cds,contingent,description,,
,oma,ru,cds,contingent,backchannel,,
5.9,oma,ru,cds,contingent,praise,,
,oma,ru,cds,contingent,question,,
,oma,ru,cds,contingent,question,,
3.37,oma,ru,cds,contingent,question,,
,oma,ru,cds,contingent,description,,
6.6,oma,ru,cds,non-contingent,description,,
,oma,ru,cds,non-contingent,description,,
,oma,ru,cds,non-contingent,description,,
5.77,oma,ru,cds,non-contingent,description,,
,oma,ru,cds,non-contingent,description,,
4.49,oma,ru,cds,non-contingent,description,,
,oma,ru,cds,non-contingent,backchannel,,
2.95,oma,ru,cds,non-contingent,description,,
,oma,ru,cds,non-contingent,question,,
3.18,oma,ru,cds,non-contingent,description,,
,oma,ru,cds,non-contingent,exclamation,,
4.93,oma,ru,cds,non-contingent,description,,
,oma,ru,cds,non-contingent,scaffolding,,
3.48,oma,ru,cds,non-contingent,scaffolding,,
,oma,ru,cds,non-contingent,description,,
,oma,ru,cds,non-contingent,imperative,,
4.49,oma,ru,cds,non-contingent,description,,
,oma,ru,cds,non-contingent,description,,
6.44,oma,ru,cds,non-contingent,question,,
,oma,ru,cds,non-contingent,description,,
,oma,ru,cds,non-contingent,description,,
,oma,ru,cds,non-contingent,description,,
,oma,ru,cds,non-contingent,imperative,,
3.61,oma,ru,cds,non-contingent,imperative,,
,oma,ru,cds,non-contingent,backchannel,,
,oma,ru,cds,non-contingent,imperative,,
3.05,oma,ru,cds,non-contingent,play,,
3.13,oma,ru,cds,non-contingent,play,,
4.14,oma,ru,cds,non-contingent,play,,
4.2,oma,ru,cds,non-contingent,play,,
3.46,oma,ru,cds,non-contingent,play,,
3.29,oma,ru,cds,non-contingent,play,,
4.08,oma,ru,cds,non-contingent,play,,
3.36,oma,ru,cds,non-contingent,play,,
3.4,oma,ru,cds,non-contingent,play,,
3.25,oma,ru,cds,non-contingent,play,,
2.15,oma,ru,cds,non-contingent,play,,
1.6,oma,ru,cds,non-contingent,question,,
5.52,oma,ru,cds,non-contingent,play,,
3.53,oma,ru,cds,non-contingent,play,,
3.61,oma,ru,cds,non-contingent,play,,
3.77,oma,ru,cds,non-contingent,play,,
3.29,oma,ru,cds,non-contingent,play,,
0.9,oma,ru,cds,initiation,play,,
0.45,tch,tch,tch,contingent,vocalisation,,
1.62,oma,ru,cds,contingent,backchannel,,
,oma,ru,cds,contingent,backchannel,,
0.61,tch,tch,tch,contingent,vocalisation,,
3.38,oma,ru,cds,contingent,play,,
3.74,oma,ru,cds,non-contingent,play,,
3.6,oma,ru,cds,non-contingent,play,,
3.07,oma,ru,cds,non-contingent,play,,
3,oma,ru,cds,non-contingent,play,,
3.27,oma,ru,cds,non-contingent,play,,
4.29,oma,ru,cds,initiation,play,,
,tch,tch,tch,contingent,fussing,,
2.33,oma,ru,cds,contingent,imperative,,
,oma,ru,cds,contingent,exclamation,,
,oma,ru,cds,contingent,question,,
2.57,oma,ru,cds,contingent,imperative,,
,oma,ru,cds,contingent,description,,
1.11,tch,tch,tch,contingent,grunting,,
4.23,oma,ru,cds,contingent,question,,
,oma,ru,cds,contingent,question,,
,oma,ru,cds,contingent,iconic,,
3.9,oma,ru,cds,contingent,question,,
,oma,ru,cds,contingent,iconic,,
,oma,ru,cds,contingent,question,,
,oma,ru,cds,contingent,question,,
2.51,oma,ru,cds,contingent,question,,
,oma,ru,cds,contingent,question,,
,tch,tch,tch,contingent,fussing,,
4.15,oma,ru,cds,contingent,description,,
,oma,ru,cds,contingent,description,,
2.28,tch,tch,tch,initiation,grunting,,
0.82,oma,ru,cds,contingent,backchannel,,
4.52,oma,ru,cds,contingent,description,,
,oma,ru,cds,contingent,backchannel,,
1.57,oma,ru,cds,contingent,description,,
0.86,tch,tch,tch,contingent,babbling,,
2.28,oma,ru,cds,contingent,backchannel,,
,oma,ru,cds,contingent,description,,
2.58,tch,tch,tch,contingent,babbling,,
1.92,oma,ru,cds,contingent,question,,
,oma,ru,cds,contingent,question,,
,oma,ru,cds,contingent,scaffolding,,
0.85,tch,tch,tch,contingent,vocalisation,,
,tch,tch,tch,contingent,fussing,,
1.68,oma,ru,cds,contingent,question,,
3.81,oma,ru,cds,contingent,description,,
,oma,ru,cds,contingent,description,,
2.19,oma,ru,cds,non-contingent,description,,
5.05,oma,ru,cds,non-contingent,description,,
3.78,oma,ru,cds,non-contingent,exclamation,,
,oma,ru,cds,non-contingent,description,,
1.64,oma,ru,cds,initiation,question,,
0.59,tch,tch,tch,contingent,grunting,,
2.93,oma,ru,cds,contingent,exclamation,,
,oma,ru,cds,contingent,description,,
2.86,oma,ru,cds,contingent,exclamation,,
,oma,ru,cds,contingent,description,,
2.47,oma,ru,cds,non-contingent,question,,
5.55,oma,ru,cds,non-contingent,description,,
,oma,ru,cds,non-contingent,description,,
,oma,ru,cds,non-contingent,description,,
5.9,oma,ru,cds,non-contingent,question,,
,oma,ru,cds,non-contingent,description,,
2.22,oma,ru,cds,initiation,praise,,
,tch,tch,tch,contingent,fussing,,
4.29,oma,ru,cds,contingent,exclamation,,
,oma,ru,cds,contingent,praise,,
,oma,ru,cds,contingent,backchannel,,
4.07,oma,ru,cds,non-contingent,description,,
,oma,ru,cds,non-contingent,praise,,
1.06,oma,ru,cds,non-contingent,backchannel,,
2.05,oma,ru,cds,non-contingent,description,,
3,oma,ru,cds,non-contingent,praise,,
0.71,oma,ru,cds,initiation,backchannel,,
1.92,tch,tch,tch,contingent,babbling,,
3.97,oma,ru,cds,contingent,backchannel,,
,oma,ru,cds,contingent,semantic expansion,,
,oma,ru,cds,contingent,scaffolding,,
,oma,ru,cds,contingent,description,,
3.16,oma,ru,cds,contingent,backchannel,,
,oma,ru,cds,contingent,semantic expansion,,
4.27,oma,ru,cds,contingent,semantic expansion,,
,oma,ru,cds,contingent,backchannel,,
4,oma,ru,cds,contingent,praise,,
,oma,ru,cds,contingent,praise,,
4.58,oma,ru,cds,contingent,exclamation,,
,oma,ru,cds,contingent,praise,,
3.7,oma,ru,cds,contingent,semantic expansion,,
,oma,ru,cds,contingent,backchannel,,
1.96,oma,ru,cds,contingent,backchannel,,
0.85,tch,tch,tch,contingent,vocalisation,,
1.23,oma,ru,cds,contingent,exclamation,,
1.76,oma,ru,cds,contingent,description,,
2.85,oma,ru,cds,contingent,description,,
2.7,oma,ru,cds,contingent,backchannel,,
,oma,ru,cds,contingent,scaffolding,,
18.72,nachbarn,de,ads,non-contingent,ads,,
11.36,nachbarn,de,ads,non-contingent,ads,,
2.24,tch,tch,tch,initiation,vocalisation,,
1.81,oma,ru,cds,contingent,backchannel,,
2.26,oma,ru,cds,contingent,praise,,
3.17,oma,ru,cds,contingent,praise,,
0.7,tch,tch,tch,initiation,iconic,,
1.66,oma,ru,cds,contingent,iconic imitation,,
3.73,oma,ru,cds,contingent,semantic expansion,,
,oma,ru,cds,contingent,semantic expansion,,
3.88,oma,ru,cds,contingent,question,,
,oma,ru,cds,contingent,question,,
1.89,oma,ru,cds,contingent,semantic expansion,,
,oma,ru,cds,contingent,description,,
1.33,tch,tch,tch,contingent,babbling,,
1.42,oma,ru,cds,contingent,backchannel,,
,oma,ru,cds,contingent,description,,
1.03,tch,tch,tch,contingent,babbling,,
2.51,oma,ru,cds,contingent,iconic,,
1.41,oma,ru,cds,contingent,iconic,,
0.88,tch,tch,tch,contingent,babbling,,
0.54,oma,ru,cds,contingent,backchannel,,
1.66,tch,tch,tch,contingent,babbling,,
3.07,oma,ru,cds,contingent,vocal imitation,,
1.39,tch,tch,tch,contingent,babbling,,
1.2,oma,ru,cds,contingent,vocal imitation,,
1.44,oma,ru,cds,contingent,prosodic imitation,,
1.36,tch,tch,tch,non-contingent,grunting,,
2.33,tch,tch,tch,non-contingent,babbling,,
2.63,tch,tch,tch,initiation,babbling,,
2.59,oma,ru,cds,contingent,question,,
,oma,ru,cds,contingent,question,,
2.3,tch,tch,tch,contingent,tch,,
2.74,oma,ru,cds,non-contingent,description,,
3.46,oma,ru,cds,non-contingent,description,,
,oma,ru,cds,non-contingent,exclamation,,
,oma,ru,cds,initiation,question,,
2.5,tch,tch,tch,contingent,babbling,,
1.26,oma,ru,cds,contingent,repair 1,,
5.35,oma,ru,cds,contingent,question,,
,oma,ru,cds,contingent,question,,
2.43,oma,ru,cds,contingent,play,,
4.88,oma,ru,cds,non-contingent,play,,
,oma,ru,cds,non-contingent,question,,
1.54,tch,tch,tch,non-contingent,babbling,,
1.81,tch,tch,tch,non-contingent,babbling,,
1.32,tch,tch,tch,non-contingent,babbling,,
1.03,tch,tch,tch,non-contingent,vocalisation,,
1.05,tch,tch,tch,initiation,babbling,,
0.99,oma,ru,cds,contingent,backchannel,,
1.17,tch,tch,tch,contingent,babbling,,
0.63,oma,ru,cds,contingent,backchannel,,
1.026,tch,tch,tch,contingent,babbling,,
0.609,oma,ru,cds,contingent,backchannel,,
1.182,tch,tch,tch,contingent,babbling,,
1.018,oma,ru,cds,contingent,backchannel,,
0.854,tch,tch,tch,contingent,babbling,,
0.928,oma,ru,cds,contingent,backchannel,,
0.763,tch,tch,tch,contingent,babbling,,
3.437,oma,ru,cds,contingent,praise,,
,oma,ru,cds,contingent,exclamation,,
2.545,oma,ru,cds,non-contingent,question,,
2.145,oma,ru,cds,non-contingent,scaffolding,,
,oma,ru,cds,non-contingent,description,,
5.073,oma,ru,cds,non-contingent,description,,
,oma,ru,cds,non-contingent,scaffolding,,
3.655,oma,ru,cds,non-contingent,description,,
,oma,ru,cds,non-contingent,question,,
3.818,oma,ru,cds,non-contingent,question,,
,oma,ru,cds,non-contingent,question,,
,oma,ru,cds,initiation,exclamation,,
0.546,tch,tch,tch,contingent,vocalisation,,
1.163,oma,ru,cds,contingent,imperative,,
0.737,tch,tch,tch,contingent,vocalisation,,
2.645,oma,ru,cds,contingent,semantic expansion,,
3.545,oma,ru,cds,contingent,semantic expansion,,
,oma,ru,cds,contingent,description,,
1.554,oma,ru,cds,non-contingent,exclamation,,
4.246,oma,ru,cds,non-contingent,scaffolding,,
,oma,ru,cds,non-contingent,question,,
,oma,ru,cds,initiation,backchannel,,
0.58,tch,tch,tch,contingent,vocalisation,,
1,oma,ru,cds,contingent,backchannel,,
0.487,tch,tch,tch,contingent,vocalisation,,
0.633,oma,ru,cds,contingent,vocal imitation,,
0.556,tch,tch,tch,contingent,vocalisation,,
1.5,oma,ru,cds,contingent,question,,
0.578,tch,tch,tch,contingent,vocalisation,,
0.711,oma,ru,cds,contingent,backchannel,,
0.5,tch,tch,tch,contingent,vocalisation,,
0.733,oma,ru,cds,contingent,backchannel,,
1.022,tch,tch,tch,contingent,vocalisation,,
1.933,oma,ru,cds,contingent,question,,
0.622,tch,tch,tch,contingent,vocalisation,,
4.255,oma,ru,cds,contingent,repair 3,,
,oma,ru,cds,contingent,repair 3,,
0.722,tch,tch,tch,contingent,babbling,,
0.678,oma,ru,cds,contingent,backchannel,,
0.545,tch,tch,tch,contingent,vocalisation,,
0.889,oma,ru,cds,contingent,backchannel,,
0.522,tch,tch,tch,contingent,vocalisation,,
0.745,oma,ru,cds,contingent,backchannel,,
6.478,oma,ru,cds,contingent,scaffolding,,
,oma,ru,cds,contingent,description,,
,oma,ru,cds,contingent,play,,
,oma,ru,cds,contingent,backchannel,,
0.611,tch,tch,tch,contingent,vocalisation,,
0.778,oma,ru,cds,contingent,scaffolding,,
0.889,tch,tch,tch,contingent,babbling,,
1.933,oma,ru,cds,contingent,description,,
,oma,ru,cds,contingent,question,,
0.756,tch,tch,tch,contingent,babbling,,
2.356,oma,ru,cds,contingent,question,,
,oma,ru,cds,contingent,imperative,,
2.589,oma,ru,cds,contingent,imperative,,
,oma,ru,cds,contingent,imperative,,
3.933,oma,ru,cds,contingent,imperative,,
,oma,ru,cds,contingent,exclamation,,
,oma,ru,cds,contingent,praise,,
1.067,tch,tch,tch,contingent,babbling,,
1.944,oma,ru,cds,contingent,exclamation,,
3.623,oma,ru,cds,contingent,description,,
,oma,ru,cds,contingent,scaffolding,,
0.7,oma,ru,cds,contingent,question,,
0.622,tch,tch,tch,contingent,babbling,,
2.3,oma,ru,cds,contingent,question,,
1,oma,ru,cds,contingent,description,,
1.588,tch,tch,tch,contingent,babbling,,
1.511,oma,ru,cds,contingent,vocal imitation,,
1.011,oma,ru,cds,contingent,backchannel,,
2.633,oma,ru,cds,contingent,description,,
,oma,ru,cds,contingent,description,,
0.922,tch,tch,tch,contingent,babbling,,
1.762,oma,ru,cds,contingent,unintelligible,,
3.578,tch,tch,tch,contingent,vocalisation,,
4.322,tch,tch,tch,non-contingent,babbling,,
0.82,tch,tch,tch,initiation,vocalisation,,
1.57,oma,ru,cds,contingent,semantic expansion,,
2.18,tch,tch,tch,non-contingent,iconic,,
0.99,tch,tch,tch,initiation,iconic,,
1.09,oma,ru,cds,contingent,prosodic imitation,,
1.1,tch,tch,tch,contingent,iconic,,
0.85,oma,ru,cds,contingent,prosodic imitation,,
1.05,tch,tch,tch,contingent,iconic,,
1.46,tch,tch,tch,initiation,iconic,,
2.61,oma,ru,cds,contingent,iconic imitation,,
,oma,ru,cds,contingent,semantic expansion,,
1.65,oma,ru,cds,contingent,iconic imitation,,
0.62,frau,de,ads,non-contingent,ads,,
1.8,oma,de,ads,non-contingent,ads,,
3.78,oma,ru,cds,non-contingent,imperative,,
,oma,ru,cds,non-contingent,imperative,,
6.4,oma,ru,cds,non-contingent,imperative,,
,oma,ru,cds,non-contingent,imperative,,
1.5,frau,de,ads,non-contingent,ads,,
0.85,oma,ru,cds,non-contingent,imperative,,
0.8,oma,en,ads,non-contingent,ads,,
1.99,frau,de,ads,non-contingent,ads,,
5.22,oma,ru,cds,non-contingent,imperative,,
2.64,oma,ru,cds,non-contingent,imperative,,
0.74,frau,de,ads,non-contingent,ads,,
0.89,oma,de,ads,non-contingent,ads,,
1.47,tch,tch,tch,initiation,iconic,,
1.68,oma,ru,cds,contingent,syntactic expansion,,
1.06,tch,tch,tch,contingent,vocalisation,,
1.68,tch,tch,tch,non-contingent,babbling,,
5.09,tch,tch,tch,non-contingent,babbling,,
1.56,tch,tch,tch,non-contingent,babbling,,
1.74,tch,tch,tch,non-contingent,babbling,,
1.58,tch,tch,tch,non-contingent,babbling,,
2.56,oma,ru,cds,non-contingent,imperative,,
2.28,oma,ru,cds,non-contingent,imperative,,
1.24,tch,tch,tch,initiation,iconic,,
1.57,oma,ru,cds,contingent,semantic expansion,,
,oma,ru,cds,contingent,iconic imitation,,
1.18,tch,tch,tch,contingent,iconic,,
2.28,oma,ru,cds,contingent,semantic expansion,,
1.2,tch,tch,tch,contingent,iconic,,
0.81,tch,tch,tch,contingent,iconic,,
1.12,oma,ru,cds,contingent,iconic imitation,,
1.18,tch,tch,tch,contingent,iconic,,
0.8,tch,tch,tch,contingent,iconic,,
0.68,tch,tch,tch,contingent,vocalisation,,
1.33,tch,tch,tch,contingent,iconic,,
1.25,oma,ru,cds,contingent,backchannel,,
1.23,oma,ru,cds,contingent,iconic imitation,,
1.26,oma,ru,cds,non-contingent,question,,
,oma,ru,cds,non-contingent,imperative,,
3.44,oma,ru,cds,non-contingent,description,,
,oma,ru,cds,non-contingent,exclamation,,
2.49,oma,ru,cds,non-contingent,description,,
1.25,oma,ru,cds,non-contingent,description,,
1.44,tch,tch,tch,initiation,iconic,,
2.15,oma,ru,cds,contingent,iconic imitation,,
,oma,ru,cds,contingent,semantic expansion,,
1.08,tch,tch,tch,contingent,iconic,,
1.1,tch,tch,tch,initiation,vocalisation,,
2.1,oma,ru,cds,contingent,backchannel,,
1.6,tch,tch,tch,initiation,iconic,,
2.36,oma,ru,cds,contingent,backchannel,,
,oma,ru,cds,contingent,semantic expansion,,
1,tch,tch,tch,contingent,iconic,,
1.85,oma,ru,cds,contingent,backchannel,,
,oma,ru,cds,contingent,semantic expansion,,
1.63,tch,tch,tch,contingent,iconic,,
1.55,oma,ru,cds,contingent,description,,
2.42,tch,tch,tch,non-contingent,babbling,,
1.54,tch,tch,tch,initiation,iconic,,
1.21,oma,ru,cds,contingent,backchannel,,
1.2,tch,tch,tch,non-contingent,iconic,,
1.48,tch,tch,tch,initiation,iconic,,
0.87,oma,ru,cds,contingent,backchannel,,
1.54,tch,tch,tch,initiation,iconic,,
0.98,oma,ru,cds,contingent,backchannel,,
3.04,oma,ru,cds,contingent,semantic expansion,,
1.6,tch,tch,tch,initiation,iconic,,
3.18,oma,ru,cds,contingent,backchannel,,
,oma,ru,cds,contingent,semantic expansion,,
3.22,oma,ru,cds,contingent,semantic expansion,,
1.07,tch,tch,tch,initiation,iconic,,
1.34,oma,ru,cds,contingent,vocal imitation,,
0.89,tch,tch,tch,initiation,babbling,,
0.94,oma,ru,cds,contingent,semantic expansion,,
1.09,tch,tch,tch,initiation,iconic,,
1.19,oma,ru,cds,contingent,unintelligible,,
1.02,tch,tch,tch,non-contingent,vocalisation,,
1.21,tch,tch,tch,non-contingent,babbling,,
1.35,tch,tch,tch,initiation,babbling,,
1.39,oma,ru,cds,contingent,backchannel,,
1.52,tch,tch,tch,contingent,iconic,,
2.49,oma,ru,cds,contingent,iconic imitation,,
,oma,ru,cds,contingent,description,,
,oma,ru,cds,contingent,scaffolding,,
2.13,oma,ru,cds,contingent,semantic expansion,,
3.54,tch,tch,tch,contingent,babbling,,
1.4,oma,ru,cds,contingent,imperative,,
1.07,tch,tch,tch,initiation,iconic,,
2.2,oma,ru,cds,contingent,iconic imitation,,
,oma,ru,cds,contingent,semantic expansion,,
1.16,tch,tch,tch,non-contingent,iconic,,
1.16,tch,tch,tch,non-contingent,vocalisation,,
1.32,tch,tch,tch,non-contingent,iconic,,
1.51,tch,tch,tch,initiation,iconic,,
4.33,oma,ru,cds,contingent,backchannel,,
,oma,ru,cds,contingent,semantic expansion,,
2.59,tch,tch,tch,non-contingent,grunting,,
4.69,tch,tch,tch,non-contingent,fussing,,
3.14,tch,tch,tch,initiation,grunting,,
1.36,oma,ru,cds,contingent,question,,
5.4,oma,ru,cds,contingent,praise,,
4.62,oma,ru,cds,contingent,praise,,
,oma,ru,cds,contingent,praise,,
,oma,ru,cds,contingent,backchannel,,
1.6,oma,ru,cds,non-contingent,iconic,,
1.6,oma,ru,cds,non-contingent,iconic,,
1.44,oma,ru,cds,non-contingent,iconic,,
1.66,oma,ru,cds,non-contingent,iconic,,
,oma,ru,cds,non-contingent,iconic,,
0.78,tch,tch,tch,initiation,vocalisation,,
2.68,oma,ru,cds,contingent,backchannel,,
,oma,ru,cds,contingent,iconic,,
2.92,oma,ru,cds,non-contingent,iconic,,
3.32,oma,ru,cds,non-contingent,iconic,,
4.6,oma,ru,cds,non-contingent,iconic,,
,oma,ru,cds,non-contingent,scaffolding,,
,oma,ru,cds,non-contingent,iconic,,
3.88,oma,ru,cds,non-contingent,iconic,,
7.43,oma,ru,cds,non-contingent,iconic,,
,oma,ru,cds,non-contingent,iconic,,
4.2,oma,ru,cds,non-contingent,iconic,,
,oma,ru,cds,non-contingent,iconic,,
2.72,oma,ru,cds,non-contingent,description,,
0.83,tch,tch,tch,non-contingent,vocalisation,,
1.24,tch,tch,tch,initiation,vocalisation,,
0.71,oma,ru,cds,contingent,backchannel,,
1.01,tch,tch,tch,non-contingent,vocalisation,,
3.04,oma,ru,cds,non-contingent,iconic,,
2.68,oma,ru,cds,non-contingent,iconic,,
0.6,tch,tch,tch,initiation,vocalisation,,
0.71,oma,ru,cds,contingent,backchannel,,
0.5,tch,tch,tch,contingent,vocalisation,,
0.77,oma,ru,cds,contingent,backchannel,,
0.55,tch,tch,tch,contingent,vocalisation,,
0.9,oma,ru,cds,contingent,backchannel,,
0.9,tch,tch,tch,initiation,vocalisation,,
2.41,oma,ru,cds,contingent,backchannel,,
,oma,ru,cds,contingent,question,,
1.13,tch,tch,tch,initiation,babbling,,
2,oma,ru,cds,contingent,scaffolding,,
0.86,tch,tch,tch,non-contingent,vocalisation,,
0.85,tch,tch,tch,non-contingent,vocalisation,,
2.12,tch,tch,tch,non-contingent,vocalisation,,
1.54,tch,tch,tch,non-contingent,vocalisation,,
5.12,tch,tch,tch,non-contingent,vocalisation,,
0.96,tch,tch,tch,non-contingent,vocalisation,,
1.1,tch,tch,tch,non-contingent,vocalisation,,
0.61,tch,tch,tch,non-contingent,vocalisation,,
1.46,tch,tch,tch,non-contingent,iconic,,
1.44,tch,tch,tch,non-contingent,iconic,,
1.6,tch,tch,tch,non-contingent,babbling,,
1.38,tch,tch,tch,non-contingent,babbling,,
0.98,tch,tch,tch,non-contingent,babbling,,
1.92,tch,tch,tch,non-contingent,vocalisation,,
1.57,tch,tch,tch,non-contingent,vocalisation,,
2.42,tch,tch,tch,non-contingent,vocalisation,,
1.54,tch,tch,tch,non-contingent,vocalisation,,
1.06,tch,tch,tch,non-contingent,vocalisation,,
1.52,tch,tch,tch,non-contingent,vocalisation,,
1.52,tch,tch,tch,non-contingent,babbling,,
1.19,tch,tch,tch,non-contingent,vocalisation,,
1.65,tch,tch,tch,non-contingent,babbling,,
1.8,tch,tch,tch,non-contingent,babbling,,
2.04,tch,tch,tch,non-contingent,babbling,,
2.84,tch,tch,tch,non-contingent,babbling,,
1.38,tch,tch,tch,non-contingent,babbling,,
1.61,tch,tch,tch,non-contingent,babbling,,
2.04,tch,tch,tch,non-contingent,babbling,,
1.99,tch,tch,tch,non-contingent,babbling,,
1.9,tch,tch,tch,non-contingent,babbling,,
3.06,tch,tch,tch,non-contingent,iconic,,
2.8,tch,tch,tch,initiation,iconic,,
1.05,oma,ru,cds,contingent,praise,,
1.13,tch,tch,tch,contingent,iconic,,
1.35,oma,ru,cds,contingent,backchannel,,
1.74,tch,tch,tch,contingent,babbling,,
2.17,tch,tch,tch,non-contingent,babbling,,
2.45,tch,tch,tch,non-contingent,grunting,,
1.9,tch,tch,tch,non-contingent,vocalisation,,
3.33,tch,tch,tch,non-contingent,vocalisation,,
1.32,tch,tch,tch,non-contingent,vocalisation,,
1.2,tch,tch,tch,non-contingent,vocalisation,,
2.13,tch,tch,tch,non-contingent,iconic,,
1.83,tch,tch,tch,non-contingent,babbling,,
8.3,tch,tch,tch,non-contingent,babbling,,
4.27,tch,tch,tch,non-contingent,babbling,,
3.08,tch,tch,tch,non-contingent,babbling,,
2.44,tch,tch,tch,non-contingent,babbling,,
1.7,tch,tch,tch,initiation,babbling,,
0.8,oma,ru,cds,contingent,backchannel,,
2.96,oma,ru,cds,contingent,semantic expansion,,
1.65,oma,ru,cds,contingent,backchannel,,
1.43,tch,tch,tch,contingent,babbling,,
1.38,tch,tch,tch,contingent,vocalisation,,
4.18,tch,tch,tch,non-contingent,vocalisation,,
0.81,tch,tch,tch,non-contingent,vocalisation,,
5.37,tch,tch,tch,non-contingent,fussing,,
3.49,tch,tch,tch,non-contingent,grunting,,
1.63,oma,ru,cds,initiation,imperative,,
7.34,tch,tch,tch,contingent,fussing,,
3.43,tch,tch,tch,initiation,fussing,,
2.9,oma,ru,cds,contingent,imperative,,
,oma,ru,cds,contingent,question,,
1.964,tch,tch,tch,contingent,fussing,,
2.164,tch,tch,tch,non-contingent,fussing,,
3.791,tch,tch,tch,non-contingent,grunting,,
4.354,tch,tch,tch,initiation,fussing,,
