Duration,Speaker,Language,Category,Turn,Classification,,
0.88,tch,tch,tch,initiation,vocalisation,,
0.98,oma,ru,cds,contingent,singing,,
1.597,oma,ru,cds,non-contingent,play,,
3.088,oma,ru,cds,non-contingent,play,,
1.453,tch,tch,tch,initiation,fussing,,
3.78,oma,ru,cds,contingent,praise,,
2.15,oma,ru,cds,contingent,praise,,
1.35,tch,tch,tch,contingent,babbling,,
3.376,oma,ru,cds,contingent,description,,
,oma,ru,cds,contingent,backchannel,,
1.822,oma,ru,cds,contingent,play,,
0.77,tch,tch,tch,contingent,speech-like,,
4.21,oma,ru,cds,contingent,backchannel,,
,oma,ru,cds,contingent,syntactic expansion,,
2.69,tch,tch,tch,contingent,babbling,,
0.83,oma,ru,cds,contingent,backchannel,,
2.695,oma,ru,cds,non-contingent,description,,
,oma,ru,cds,non-contingent,question,,
0.596,oma,ru,cds,initiation,scaffolding,,
1.107,tch,tch,tch,contingent,fussing,,
7.158,oma,ru,cds,contingent,question,,
,oma,ru,cds,contingent,description,,
1.898,oma,ru,cds,non-contingent,scaffolding,,
,oma,ru,cds,initiation,scaffolding,,
0.58,tch,tch,tch,contingent,vocalisation,,
2.237,oma,ru,cds,contingent,backchannel,,
4.026,oma,ru,cds,non-contingent,imperative,,
,oma,ru,cds,non-contingent,imperative,,
11.738,oma,ru,cds,non-contingent,description,,
,oma,ru,cds,non-contingent,imperative,,
,oma,ru,cds,non-contingent,scaffolding,,
,oma,ru,cds,non-contingent,imperative,,
,oma,ru,cds,non-contingent,scaffolding,,
,oma,ru,cds,non-contingent,scaffolding,,
,oma,ru,cds,non-contingent,scaffolding,,
,oma,ru,cds,non-contingent,description,,
,oma,ru,cds,non-contingent,description,,
1.699,tch,tch,tch,non-contingent,vocalisation,,
3.024,tch,tch,tch,non-contingent,vocalisation,,
1.27,tch,tch,tch,non-contingent,vocalisation,,
3.515,tch,tch,tch,non-contingent,vocalisation,,
1.953,tch,tch,tch,non-contingent,fussing,,
3.098,tch,tch,tch,initiation,fussing,,
32.24,oma,ru,cds,contingent,description,,
,oma,ru,cds,contingent,exclamation,,
,oma,ru,cds,contingent,imperative,,
,oma,ru,cds,contingent,question,,
,oma,ru,cds,contingent,imperative,,
,oma,ru,cds,non-contingent,description,,
,oma,ru,cds,non-contingent,description,,
,oma,ru,cds,non-contingent,description,,
,oma,ru,cds,non-contingent,question,,
,oma,ru,cds,non-contingent,question,,
,oma,ru,cds,non-contingent,imperative,,
,oma,ru,cds,non-contingent,description,,
,oma,ru,cds,non-contingent,imperative,,
,oma,ru,cds,non-contingent,imperative,,
3.414,oma,ru,cds,non-contingent,description,,
3.716,oma,ru,cds,initiation,praise,,
1.05,tch,tch,tch,contingent,babbling,,
3.691,oma,ru,cds,contingent,backchannel,,
,oma,ru,cds,contingent,imperative,,
1.233,oma,ru,cds,contingent,scaffolding,,
8.575,oma,ru,cds,non-contingent,question,,
,oma,ru,cds,non-contingent,question,,
,oma,ru,cds,non-contingent,question,,
4.32,toy,de,toy,non-contingent,toy,,
0.88,tch,tch,tch,initiation,fussing,,
3.742,oma,ru,cds,contingent,imperative,,
10.4,toy,de,toy,non-contingent,toy,,
3.474,oma,ru,cds,non-contingent,description,,
8.64,oma,ru,cds,non-contingent,description,,
,oma,ru,cds,non-contingent,description,,
,oma,ru,cds,non-contingent,description,,
,oma,ru,cds,non-contingent,backchannel,,
4.81,toy,de,toy,non-contingent,toy,,
1.28,tch,tch,tch,initiation,fussing,,
1.047,oma,ru,cds,contingent,imperative,,
9.18,toy,de,toy,non-contingent,toy,,
1.692,oma,ru,cds,initiation,backchannel,,
1.3,tch,tch,tch,contingent,fussing,,
3.92,oma,ru,cds,contingent,backchannel,,
0.78,tch,tch,tch,contingent,vocalisation,,
2.471,oma,ru,cds,contingent,backchannel,,
,oma,ru,cds,contingent,exclamation,,
,oma,ru,cds,contingent,description,,
4.04,toy,de,toy,non-contingent,toy,,
3.127,tch,tch,tch,non-contingent,babbling,,
2.099,tch,tch,tch,non-contingent,babbling,,
3.97,tch,tch,tch,initiation,babbling,,
1.27,oma,ru,cds,contingent,backchannel,,
4.698,tch,tch,tch,contingent,babbling,,
1.963,tch,tch,tch,non-contingent,babbling,,
1.37,tch,tch,tch,initiation,babbling,,
0.676,oma,ru,cds,contingent,backchannel,,
1.69,tch,tch,tch,contingent,babbling,,
0.573,oma,ru,cds,contingent,description,,
0.94,tch,tch,tch,contingent,babbling,,
0.88,oma,ru,cds,contingent,backchannel,,
3.202,oma,ru,cds,contingent,description,,
0.685,oma,ru,cds,contingent,scaffolding,,
1.125,tch,tch,tch,contingent,grunting,,
7.59,tch,tch,tch,non-contingent,fussing,,
4.22,oma,ru,cds,non-contingent,scaffolding,,
,oma,ru,cds,initiation,imperative,,
0.79,tch,tch,tch,contingent,babbling,,
26.33,oma,ru,cds,contingent,vocal imitation,,
,oma,ru,cds,contingent,play,,
,oma,ru,cds,contingent,play,,
,oma,ru,cds,contingent,play,,
,oma,ru,cds,contingent,play,,
,oma,ru,cds,non-contingent,description,,
,oma,ru,cds,non-contingent,description,,
,oma,ru,cds,non-contingent,question,,
,oma,ru,cds,non-contingent,backchannel,,
,oma,ru,cds,non-contingent,praise,,
,oma,ru,cds,initiation,description,,
10.033,tch,tch,tch,contingent,babbling,,
7.428,oma,ru,cds,contingent,description,,
4.545,tch,tch,tch,contingent,babbling,,
3.424,oma,ru,cds,contingent,play,,
5.723,oma,ru,cds,contingent,play,,
,oma,ru,cds,contingent,play,,
5.739,oma,ru,cds,contingent,play,,
0.67,tch,tch,tch,contingent,speech-like,,
1.369,oma,ru,cds,contingent,vocal imitation,,
0.976,tch,tch,tch,contingent,vocalisation,,
2.389,oma,ru,cds,contingent,vocal imitation,,
,oma,ru,cds,contingent,exclamation,,
7.626,oma,ru,cds,contingent,vocal imitation,,
,oma,ru,cds,contingent,description,,
,oma,ru,cds,contingent,exclamation,,
,oma,ru,cds,contingent,backchannel,,
,oma,ru,cds,contingent,description,,
2.316,tch,tch,tch,contingent,babbling,,
42.31,oma,ru,cds,contingent,vocal imitation,,
,oma,ru,cds,contingent,description,,
,oma,ru,cds,contingent,description,,
,oma,ru,cds,contingent,description,,
,oma,ru,cds,contingent,play,,
,oma,ru,cds,contingent,description,,
,oma,ru,cds,contingent,play,,
,oma,ru,cds,contingent,exclamation,,
,oma,ru,cds,contingent,description,,
,oma,ru,cds,contingent,backchannel,,
,oma,ru,cds,contingent,play,,
1.544,tch,tch,tch,contingent,babbling,,
26.148,oma,ru,cds,contingent,backchannel,,
,oma,ru,cds,contingent,question,,
,oma,ru,cds,contingent,question,,
,oma,ru,cds,contingent,description,,
,oma,ru,cds,contingent,imperative,,
,oma,ru,cds,contingent,imperative,,
,oma,ru,cds,contingent,imperative,,
,oma,ru,cds,contingent,description,,
,oma,ru,cds,contingent,scaffolding,,
,oma,ru,cds,contingent,description,,
,oma,ru,cds,contingent,description,,
,oma,ru,cds,non-contingent,description,,
,oma,ru,cds,non-contingent,description,,
1.5,oma,ru,cds,initiation,question,,
1.569,tch,tch,tch,contingent,babbling,,
2.923,tch,tch,tch,initiation,babbling,,
13.25,oma,ru,cds,contingent,prosodic imitation,,
1.596,tch,tch,tch,initiation,babbling,,
0.772,oma,ru,cds,contingent,prosodic imitation,,
0.786,tch,tch,tch,contingent,babbling,,
1.238,oma,ru,cds,contingent,prosodic imitation,,
0.962,tch,tch,tch,contingent,vocalisation,,
0.947,tch,tch,tch,contingent,babbling,,
1.964,oma,ru,cds,contingent,prosodic imitation,,
2.231,oma,ru,cds,contingent,play,,
2.92,tch,tch,tch,initiation,babbling,,
1.777,oma,ru,cds,contingent,play,,
1.224,tch,tch,tch,contingent,babbling,,
1.398,oma,ru,cds,contingent,backchannel,,
1.107,tch,tch,tch,initiation,babbling,,
1.18,oma,ru,cds,contingent,prosodic imitation,,
0.582,tch,tch,tch,contingent,vocalisation,,
21.177,oma,ru,cds,contingent,description,,
,oma,ru,cds,contingent,prosodic imitation,,
,oma,ru,cds,contingent,description,,
,oma,ru,cds,contingent,prosodic imitation,,
,oma,ru,cds,non-contingent,play,,
,oma,ru,cds,non-contingent,play,,
,oma,ru,cds,non-contingent,play,,
2.025,tch,tch,tch,initiation,iconic,,
5.305,oma,ru,cds,contingent,iconic imitation,,
,oma,ru,cds,contingent,iconic imitation,,
4.106,tch,tch,tch,non-contingent,fussing,,
20.434,oma,ru,cds,non-contingent,praise,,
,oma,ru,cds,non-contingent,backchannel,,
,oma,ru,cds,non-contingent,imperative,,
,oma,ru,cds,non-contingent,imperative,,
,oma,ru,cds,non-contingent,imperative,,
,oma,ru,cds,non-contingent,description,,
,oma,ru,cds,non-contingent,backchannel,,
,oma,ru,cds,non-contingent,description,,
,oma,ru,cds,initiation,description,,
1.864,tch,tch,tch,contingent,babbling,,
5.927,oma,ru,cds,contingent,backchannel,,
,oma,ru,cds,contingent,description,,
,oma,ru,cds,non-contingent,exclamation,,
,oma,ru,cds,non-contingent,scaffolding,,
,oma,ru,cds,non-contingent,imperative,,
1.633,tch,tch,tch,initiation,grunting,,
1.518,oma,ru,cds,contingent,question,,
,oma,ru,cds,contingent,question,,
3.452,tch,tch,tch,contingent,babbling,,
1.078,oma,ru,cds,contingent,scaffolding,,
1.879,oma,ru,cds,contingent,prosodic imitation,,
0.816,tch,tch,tch,contingent,babbling,,
2.112,oma,ru,cds,contingent,backchannel,,
1.209,tch,tch,tch,contingent,babbling,,
1.849,oma,ru,cds,contingent,description,,
0.918,tch,tch,tch,contingent,babbling,,
1.249,oma,ru,cds,contingent,scaffolding,,
1.442,tch,tch,tch,initiation,babbling,,
1.369,oma,ru,cds,contingent,scaffolding,,
3.422,oma,ru,cds,contingent,semantic expansion,,
1.486,oma,ru,cds,contingent,semantic expansion,,
0.815,tch,tch,tch,contingent,fussing,,
1.352,oma,ru,cds,contingent,question,,
3.84,oma,ru,cds,contingent,question,,
,oma,ru,cds,contingent,question,,
,tch,tch,tch,contingent,fussing,,
5.06,oma,ru,cds,contingent,question,,
,oma,ru,cds,contingent,question,,
,oma,ru,cds,contingent,imperative,,
4.16,oma,ru,cds,non-contingent,description,,
,oma,ru,cds,non-contingent,description,,
7.24,oma,ru,cds,non-contingent,imperative,,
,oma,ru,cds,non-contingent,imperative,,
,oma,ru,cds,non-contingent,imperative,,
2,oma,ru,cds,non-contingent,imperative,,
2.8,oma,ru,cds,non-contingent,play,,
4.54,oma,ru,cds,non-contingent,description,,
,oma,ru,cds,non-contingent,imperative,,
,oma,ru,cds,non-contingent,scaffolding,,
9,oma,ru,cds,non-contingent,praise,,
,oma,ru,cds,non-contingent,scaffolding,,
,oma,ru,cds,initiation,description,,
2.38,tch,tch,tch,contingent,babbling,,
1.946,tch,tch,tch,non-contingent,babbling,,
1.563,tch,tch,tch,non-contingent,babbling,,
1.409,tch,tch,tch,non-contingent,babbling,,
2,tch,tch,tch,non-contingent,babbling,,
1.282,tch,tch,tch,initiation,babbling,,
2.028,oma,ru,cds,contingent,backchannel,,
3.969,oma,ru,cds,contingent,backchannel,,
,oma,ru,cds,contingent,description,,
2.437,oma,ru,cds,contingent,play,,
3.173,tch,tch,tch,initiation,babbling,,
2.318,oma,ru,cds,contingent,repair 3,,
,oma,ru,cds,contingent,semantic expansion,,
0.973,tch,tch,tch,contingent,babbling,,
0.827,oma,ru,cds,contingent,prosodic imitation,,
0.8,tch,tch,tch,contingent,babbling,,
1.1,oma,ru,cds,contingent,prosodic imitation,,
2.069,oma,ru,cds,contingent,semantic expansion,,
3.9,tch,tch,tch,contingent,babbling,,
1.5,tch,tch,tch,initiation,vocalisation,,
2.491,oma,ru,cds,contingent,description,,
1,tch,tch,tch,initiation,babbling,,
1.06,oma,ru,cds,contingent,backchannel,,
5.227,oma,ru,cds,non-contingent,imperative,,
,oma,ru,cds,non-contingent,description,,
2.833,oma,ru,cds,initiation,question,,
3.518,tch,tch,tch,contingent,babbling,,
0.455,oma,ru,cds,contingent,backchannel,,
1.5,tch,tch,tch,initiation,squeaking,,
1.509,oma,ru,cds,contingent,prosodic imitation,,
1.182,tch,tch,tch,initiation,babbling,,
0.827,oma,ru,cds,contingent,prosodic imitation,,
0.69,tch,tch,tch,contingent,vocalisation,,
0.635,oma,ru,cds,contingent,prosodic imitation,,
0.638,tch,tch,tch,contingent,vocalisation,,
0.673,oma,ru,cds,contingent,prosodic imitation,,
0.72,tch,tch,tch,contingent,vocalisation,,
1.02,oma,ru,cds,contingent,prosodic imitation,,
0.715,tch,tch,tch,contingent,vocalisation,,
1.02,oma,ru,cds,contingent,prosodic imitation,,
0.722,tch,tch,tch,contingent,vocalisation,,
1.02,oma,ru,cds,contingent,prosodic imitation,,
2.42,oma,ru,cds,initiation,question,,
4.555,tch,tch,tch,contingent,babbling,,
3.905,oma,ru,cds,contingent,play,,
5.24,oma,ru,cds,contingent,play,,
4.68,tch,tch,tch,contingent,singing,,
5,oma,ru,cds,contingent,play,,
,oma,ru,cds,contingent,play,,
5.35,oma,ru,cds,contingent,play,,
2.44,tch,tch,tch,contingent,babbling,,
4.25,oma,ru,cds,contingent,play,,
,oma,ru,cds,contingent,play,,
3.46,tch,tch,tch,contingent,singing,,
4.49,oma,ru,cds,contingent,backchannel,,
,oma,ru,cds,contingent,play,,
6.39,oma,ru,cds,contingent,play,,
,oma,ru,cds,contingent,play,,
,tch,tch,tch,contingent,fussing,,
2.1,oma,ru,cds,contingent,question,,
3.16,oma,ru,cds,contingent,question,,
,oma,ru,cds,contingent,imperative,,
1.44,oma,ru,cds,contingent,scaffolding,,
6.32,oma,ru,cds,non-contingent,imperative,,
,oma,ru,cds,non-contingent,imperative,,
,oma,ru,cds,non-contingent,praise,,
,oma,ru,cds,non-contingent,question,,
,oma,ru,cds,non-contingent,description,,
5.36,oma,ru,cds,non-contingent,imperative,,
,oma,ru,cds,non-contingent,description,,
,oma,ru,cds,initiation,scaffolding,,
0.64,tch,tch,tch,contingent,vocalisation,,
4.14,oma,ru,cds,contingent,description,,
,oma,ru,cds,contingent,description,,
14.36,oma,ru,cds,non-contingent,description,,
,oma,ru,cds,non-contingent,description,,
,oma,ru,cds,non-contingent,praise,,
,oma,ru,cds,non-contingent,praise,,
,oma,ru,cds,non-contingent,description,,
6.67,oma,ru,cds,non-contingent,scaffolding,,
,oma,ru,cds,non-contingent,description,,
,oma,ru,cds,non-contingent,question,,
2.99,oma,ru,cds,non-contingent,description,,
0.81,oma,ru,cds,initiation,description,,
1.78,tch,tch,tch,contingent,singing,,
2.08,oma,ru,cds,contingent,exclamation,,
,oma,ru,cds,contingent,description,,
,oma,ru,cds,contingent,scaffolding,,
4.27,oma,ru,cds,contingent,imperative,,
,oma,ru,cds,contingent,exclamation,,
2.02,tch,tch,tch,contingent,babbling,,
0.85,oma,ru,cds,contingent,exclamation,,
,oma,ru,cds,contingent,backchannel,,
22.999,oma,ru,cds,contingent,exclamation,,
,oma,ru,cds,contingent,backchannel,,
,oma,ru,cds,non-contingent,praise,,
,oma,ru,cds,non-contingent,praise,,
,oma,ru,cds,non-contingent,praise,,
,oma,ru,cds,non-contingent,praise,,
,oma,ru,cds,non-contingent,scaffolding,,
,oma,ru,cds,non-contingent,imperative,,
,oma,ru,cds,non-contingent,praise,,
5.701,oma,ru,cds,non-contingent,praise,,
,oma,ru,cds,initiation,praise,,
5.22,tch,tch,tch,contingent,babbling,,
7.29,oma,ru,cds,contingent,imperative ,,
,oma,ru,cds,contingent,imperative,,
,oma,ru,cds,contingent,scaffolding,,
,oma,ru,cds,non-contingent,praise,,
5.3,oma,ru,cds,non-contingent,praise,,
3.56,oma,ru,cds,non-contingent,praise,,
,tch,tch,tch,initiation,fussing,,
28.92,oma,ru,cds,contingent,question,,
,oma,ru,cds,contingent,question,,
,oma,ru,cds,contingent,question,,
,oma,ru,cds,non-contingent,description,,
,oma,ru,cds,non-contingent,question,,
,oma,ru,cds,non-contingent,description,,
,oma,ru,cds,non-contingent,description,,
,oma,ru,cds,non-contingent,scaffolding,,
3.63,oma,ru,cds,non-contingent,question,,
9.96,oma,ru,cds,initiation,question,,
5,tch,tch,tch,contingent,babbling,,
15.04,oma,ru,cds,contingent,vocal imitation,,
,oma,ru,cds,contingent,play,,
,oma,ru,cds,contingent,play,,
,oma,ru,cds,contingent,question,,
,oma,ru,cds,contingent,praise,,
0.83,tch,tch,tch,initiation,babbling,,
1.21,oma,ru,cds,contingent,backchannel,,
0.85,tch,tch,tch,contingent,babbling,,
0.79,oma,ru,cds,contingent,prosodic imitation,,
0.76,tch,tch,tch,contingent,vocalisation,,
1,oma,ru,cds,contingent,prosodic imitation,,
11.08,oma,ru,cds,contingent,question,,
,oma,ru,cds,contingent,question,,
,tch,tch,tch,contingent,grunting,,
,oma,ru,cds,contingent,question,,
,oma,ru,cds,contingent,question,,
12.42,oma,ru,cds,non-contingent,description,,
,oma,ru,cds,non-contingent,imperative,,
,oma,ru,cds,non-contingent,praise,,
,oma,ru,cds,non-contingent,description,,
,oma,ru,cds,non-contingent,praise,,
13.18,oma,ru,cds,non-contingent,play,,
,oma,ru,cds,non-contingent,play,,
,oma,ru,cds,initiation,scaffolding,,
2,tch,tch,tch,contingent,babbling,,
4.86,oma,ru,cds,contingent,imperative,,
,oma,ru,cds,contingent,play,,
2.43,oma,ru,cds,non-contingent,scaffolding,,
7.51,oma,ru,cds,non-contingent,backchannel,,
,oma,ru,cds,initiation,description,,
1.49,tch,tch,tch,contingent,babbling,,
4,oma,ru,cds,contingent,backchannel,,
,oma,ru,cds,contingent,description,,
3.5,tch,tch,tch,contingent,babbling,,
5.02,oma,ru,cds,contingent,description,,
,oma,ru,cds,contingent,description,,
1.41,tch,tch,tch,contingent,babbling,,
3.21,oma,ru,cds,contingent,backchannel,,
,oma,ru,cds,contingent,description,,
3.45,tch,tch,tch,contingent,babbling,,
9.56,oma,ru,cds,contingent,description,,
,oma,ru,cds,contingent,exclamation,,
,oma,ru,cds,contingent,exclamation,,
5,tch,tch,tch,contingent,babbling,,
21.15,oma,ru,cds,contingent,exclamation,,
,oma,ru,cds,contingent,description,,
,oma,ru,cds,contingent,backchannel,,
,oma,ru,cds,non-contingent,description,,
,oma,ru,cds,non-contingent,description,,
,oma,ru,cds,non-contingent,exclamation,,
,oma,ru,cds,non-contingent,exclamation,,
,oma,ru,cds,non-contingent,play,,
4.11,oma,ru,cds,non-contingent,play,,
12.92,oma,ru,cds,non-contingent,play,,
,oma,ru,cds,non-contingent,imperative,,
,oma,ru,cds,non-contingent,description,,
,oma,ru,cds,non-contingent,description,,
,oma,ru,cds,non-contingent,description,,
2.88,oma,ru,cds,non-contingent,description,,
3.64,oma,ru,cds,non-contingent,question,,
,oma,ru,cds,initiation,question,,
0.95,tch,tch,tch,contingent,fussing,,
60.41,oma,ru,cds,contingent,question,,
,oma,ru,cds,contingent,question,,
,oma,ru,cds,contingent,description,,
,oma,ru,cds,non-contingent,description,,
,oma,ru,cds,non-contingent,description,,
,oma,ru,cds,non-contingent,description,,
,oma,ru,cds,non-contingent,imperative,,
,oma,ru,cds,initiation,play,,
,tch,tch,tch,contingent,fussing,,
,oma,ru,cds,contingent,exclamation,,
,oma,ru,cds,contingent,question,,
,oma,ru,cds,contingent,imperative,,
,oma,ru,cds,contingent,question,,
,oma,ru,cds,non-contingent,description,,
,oma,ru,cds,non-contingent,question,,
,oma,ru,cds,non-contingent,question,,
,oma,ru,cds,non-contingent,description,,
9.57,oma,ru,cds,non-contingent,description,,
,oma,ru,cds,non-contingent,scaffolding,,
,oma,ru,cds,non-contingent,praise,,
14.94,oma,ru,cds,non-contingent,praise,,
,oma,ru,cds,non-contingent,praise,,
,oma,ru,cds,non-contingent,description,,
,oma,ru,cds,non-contingent,description,,
,oma,ru,cds,non-contingent,description,,
,oma,ru,cds,non-contingent,scaffolding,,
,oma,ru,cds,initiation,description,,
1.65,tch,tch,tch,contingent,iconic,,
16.19,oma,ru,cds,contingent,vocal imitation,,
,oma,ru,cds,contingent,description,,
,oma,ru,cds,contingent,description,,
,oma,ru,cds,contingent,scaffolding,,
,oma,ru,cds,non-contingent,scaffolding,,
,oma,ru,cds,non-contingent,scaffolding,,
,oma,ru,cds,non-contingent,praise,,
